ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio_in_term
IPR000808	Iron-sulfur cluster carrier protein-like, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og24435	1	1/3
IPR000814	TATA-box binding protein	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27100	1	1/3
IPR001056	Photosystem II reaction centre protein H	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33184	1	1/3
IPR001310	Histidine triad (HIT) protein	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og24611	1	1/3
IPR001377	Small ribosomal subunit protein eS6	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23455	1	1/3
IPR001515	Large ribosomal subunit protein eL32	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23039	1	1/3
IPR001557	L-lactate/malate dehydrogenase	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33589	1	1/3
IPR001580	Calreticulin/calnexin	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29220	1	1/3
IPR001949	NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23440	1	1/3
IPR002019	Urease, beta subunit-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR002026	Urease, gamma/gamma-beta subunit	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR002315	Glycyl-tRNA synthetase	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26298	1	1/3
IPR002346	Molybdopterin dehydrogenase, FAD-binding	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25713	1	1/3
IPR002815	Spo11/DNA topoisomerase VI subunit A	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33417	1	1/3
IPR002888	[2Fe-2S]-binding	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25713	1	1/3
IPR003033	SCP2 sterol-binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31162	1	1/3
IPR003338	CDC48, N-terminal subdomain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25184	1	1/3
IPR003445	Cation transporter	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31440	1	1/3
IPR003569	Probable cytochrome c biosynthesis protein, plants	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27885	1	1/3
IPR004033	UbiE/COQ5 methyltransferase	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33551	1	1/3
IPR004521	Uncharacterised domain CHP00451	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31349	1	1/3
IPR004991	Aerolysin-like toxin	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27180	1	1/3
IPR005107	CO dehydrogenase flavoprotein, C-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25713	1	1/3
IPR005616	CcmH/CycL/Ccl2/NrfF, N-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26711	1	1/3
IPR005683	Mitochondrial import receptor subunit Tom22	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28810	1	1/3
IPR005713	Small ribosomal subunit protein uS19, eukaryotic/archaeal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23041	1	1/3
IPR005716	Ribosomal protein uS7, eukaryotic/archaeal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og30391	1	1/3
IPR005721	Large ribosomal subunit protein uL22, eukaryotic/archaeal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33102	1	1/3
IPR005756	Large ribosomal subunit protein uL24, eukaryotic/archaeal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33170	1	1/3
IPR005848	Urease, alpha subunit	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR005938	AAA ATPase, CDC48 family	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25184	1	1/3
IPR006155	Josephin domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29930	1	1/3
IPR006426	Asparagine synthase, glutamine-hydrolyzing	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29615	1	1/3
IPR006710	Glycoside hydrolase, family 43	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31055	1	1/3
IPR007209	RNase L inhibitor RLI-like, possible metal-binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27384	1	1/3
IPR007217	Per1-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33166	1	1/3
IPR007379	Tim44-like domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27913	1	1/3
IPR007504	H/ACA ribonucleoprotein complex, subunit Gar1/Naf1	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26052	1	1/3
IPR007832	RNA polymerase Rpc34	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29100	1	1/3
IPR008826	Selenium-binding protein	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26750	1	1/3
IPR009033	Calreticulin/calnexin, P domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29220	1	1/3
IPR009083	Transcription factor IIA, alpha-helical domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31129	1	1/3
IPR009388	Photosystem II PsbY	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23787	1	1/3
IPR009450	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og35080	1	1/3
IPR009806	Photosystem II PsbW, class 2	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og24611	1	1/3
IPR009856	Light regulated Lir1	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26475	1	1/3
IPR010158	Amidase, carbamoylase-type	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27733	1	1/3
IPR010227	NADH-quinone oxidoreductase, chain M/4	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og30794	1	1/3
IPR010326	Exocyst complex component EXOC3/Sec6	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26043	1	1/3
IPR010580	Stress-associated endoplasmic reticulum protein	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33461	1	1/3
IPR011274	Malate dehydrogenase, NAD-dependent, cytosolic	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33589	1	1/3
IPR011388	Sphingolipid delta4-desaturase	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32896	1	1/3
IPR011537	NADH ubiquinone oxidoreductase, F subunit	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23440	1	1/3
IPR011538	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23440	1	1/3
IPR011612	Urease alpha-subunit, N-terminal domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR011665	Brf1, TBP-binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og24949	1	1/3
IPR012953	BOP1, N-terminal domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23042	1	1/3
IPR013000	Large ribosomal subunit protein uL4, eukaryotic/archaeal, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28388	1	1/3
IPR013040	Coatomer, gamma subunit, appendage, Ig-like subdomain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23629	1	1/3
IPR013697	DNA polymerase epsilon, catalytic subunit A, C-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28216	1	1/3
IPR013865	Protein FAM32A	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29536	1	1/3
IPR013866	Sphingolipid delta4-desaturase, N-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32896	1	1/3
IPR013878	Mo25-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27901	1	1/3
IPR014381	DNA-directed RNA polymerase subunit Rpo5/Rpb5	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32604	1	1/3
IPR014908	Nucleoporin, Nup133/Nup155-like, N-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29704	1	1/3
IPR015415	Spastin/Vps4, C-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32504	1	1/3
IPR015872	Transcription initiation factor IIA, gamma subunit, N-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31129	1	1/3
IPR016137	RGS domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26275	1	1/3
IPR016208	Aldehyde oxidase/xanthine dehydrogenase-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25713	1	1/3
IPR017106	Coatomer gamma subunit	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23629	1	1/3
IPR017950	Urease active site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR017951	Urease alpha subunit, C-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR018124	Calreticulin/calnexin, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29220	1	1/3
IPR018230	BUD31/G10-related, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29103	1	1/3
IPR018260	Large ribosomal subunit protein uL22, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33102	1	1/3
IPR018266	Large ribosomal subunit protein eL33, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23582	1	1/3
IPR018848	WIYLD domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28635	1	1/3
IPR019135	Polycomb protein, VEFS-Box	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32431	1	1/3
IPR019191	Essential protein Yae1, N-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27937	1	1/3
IPR019404	Mediator complex, subunit Med11	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29597	1	1/3
IPR019554	Soluble ligand binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23440	1	1/3
IPR019575	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23440	1	1/3
IPR020537	ATP synthase, F0 complex, subunit C, DCCD-binding site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33291	1	1/3
IPR020934	Small ribosomal subunit protein uS19, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23041	1	1/3
IPR021319	Protein of unknown function DUF2921	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29237	1	1/3
IPR023179	GTP-binding protein, orthogonal bundle domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27398	1	1/3
IPR023635	Peptide deformylase	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33173	1	1/3
IPR023673	Large ribosomal subunit protein uL1, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29485	1	1/3
IPR024336	tRNA-splicing endonuclease, subunit Sen54, N-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28807	1	1/3
IPR024337	tRNA-splicing endonuclease, subunit Sen54	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28807	1	1/3
IPR024610	Inhibitor of growth protein, N-terminal histone-binding	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27760	1	1/3
IPR025755	Large ribosomal subunit protein uL4, C-terminal domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28388	1	1/3
IPR027031	Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26298	1	1/3
IPR027057	CAAX prenyl protease 1	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31203	1	1/3
IPR027078	Small nuclear ribonucleoprotein E	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29472	1	1/3
IPR027145	Periodic tryptophan protein 2	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29604	1	1/3
IPR027278	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og24478	1	1/3
IPR027992	Possible tRNA binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28499	1	1/3
IPR028598	WD repeat BOP1/Erb1	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23042	1	1/3
IPR030491	TATA-box binding protein, conserved site	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27100	1	1/3
IPR030616	Aurora kinase-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23462	1	1/3
IPR031790	Nitric oxide synthase-interacting protein, zinc-finger	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25140	1	1/3
IPR032154	Coatomer subunit gamma, C-terminal	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23629	1	1/3
IPR033710	TATA-box binding protein, eukaryotic	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27100	1	1/3
IPR033731	Glycyl-tRNA synthetase-like core domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26298	1	1/3
IPR033757	Pre-mRNA-splicing regulator WTAP	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26449	1	1/3
IPR035913	RPB5-like RNA polymerase subunit superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32604	1	1/3
IPR036078	Spo11/DNA topoisomerase VI subunit A superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33417	1	1/3
IPR036305	RGS domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26275	1	1/3
IPR036351	Large ribosomal subunit protein eL32 superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23039	1	1/3
IPR036461	Urease, beta subunit superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR036463	Urease, gamma subunit superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR036527	SCP2 sterol-binding domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31162	1	1/3
IPR036683	CO dehydrogenase flavoprotein, C-terminal domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25713	1	1/3
IPR036821	Peptide deformylase superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33173	1	1/3
IPR036863	Photosystem II reaction centre protein H superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33184	1	1/3
IPR036884	[2Fe-2S]-binding domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og25713	1	1/3
IPR037067	Coatomer, gamma subunit, appendage domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23629	1	1/3
IPR037207	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23440	1	1/3
IPR037225	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23440	1	1/3
IPR038297	CcmH/CycL/Ccl2/NrfF domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26711	1	1/3
IPR038664	H/ACA RNP complex subunit Gar1/Naf1, Cbf5-binding domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26052	1	1/3
IPR038745	AT4G37440-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og23088	1	1/3
IPR039652	Coatomer subunit zeta	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27680	1	1/3
IPR039904	TPR and ankyrin repeat-containing protein 1	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33673	1	1/3
IPR040344	Uncharacterized protein At3g17950-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29683	1	1/3
IPR040881	Urease subunit beta-alpha, linker domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27306	1	1/3
IPR041366	Pre-PUA domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31349	1	1/3
IPR042532	Exocyst complex component EXOC3/Sec6, C-terminal domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26043	1	1/3
IPR043017	WIYLD domain superfamily	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28635	1	1/3
IPR043138	Gamma-glutamyltranspeptidase, large subunit, C-terminal domain	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27335	1	1/3
IPR043358	Ras GTPase GNL1-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27398	1	1/3
IPR044498	Aldo-keto reductase family 4C	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32373	1	1/3
IPR044609	Peptidyl-prolyl cis-trans isomerase FKBP2/11	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og29620	1	1/3
IPR044683	LAZY family	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og31128	1	1/3
IPR044926	RGS, subdomain 2	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og26275	1	1/3
IPR044977	Homeobox-DDT domain protein RLT1-3	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og30955	1	1/3
IPR044987	Uncharacterized mitochondrial protein AtMg00030-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og33185	1	1/3
IPR045083	ATP synthase, F0 complex, subunit A, bacterial/mitochondria	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og32933	1	1/3
IPR045133	Serine/threonine-protein kinase/endoribonuclease IRE1/2-like	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og27769	1	1/3
IPR045240	Large ribosomal subunit protein uL4, eukaryotic and archaeal type	1/5009	3/35927	0.362668416128336	0.999999999999999	0.999999999999999	og28388	1	1/3
IPR001236	Lactate/malate dehydrogenase, N-terminal	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og27107/og33589	2	2/9
IPR001252	Malate dehydrogenase, active site	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og27107/og33589	2	2/9
IPR001404	Heat shock protein Hsp90 family	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og27931/og29574	2	2/9
IPR003956	Transcription factor, NFYB/HAP3, conserved site	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og23761/og33049	2	2/9
IPR004179	Sec63 domain	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og24220/og26607	2	2/9
IPR005814	Aminotransferase class-III	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og25698/og26323	2	2/9
IPR007109	Brix domain	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og26842/og27397	2	2/9
IPR011035	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, anti-codon-binding domain superfamily	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og24457/og28581	2	2/9
IPR012295	TBP domain superfamily	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og23629/og27100	2	2/9
IPR012301	Malic enzyme, N-terminal domain	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og24441/og33135	2	2/9
IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og27107/og33589	2	2/9
IPR016180	Large ribosomal subunit protein uL16 domain	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og26840/og31143	2	2/9
IPR020575	Heat shock protein Hsp90, N-terminal	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og27931/og29574	2	2/9
IPR022383	Lactate/malate dehydrogenase, C-terminal	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og27107/og33589	2	2/9
IPR027113	Transcription factor NFYB/HAP3	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og23761/og33049	2	2/9
IPR034751	Yippee domain	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og24287/og33181	2	2/9
IPR035425	CENP-T/Histone H4, histone fold	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og29123/og33577	2	2/9
IPR036676	PurM-like, C-terminal domain superfamily	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og29598/og31176	2	2/9
IPR036920	Large ribosomal subunit protein uL16 superfamily	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og26840/og31143	2	2/9
IPR037062	Malic enzyme, N-terminal domain superfamily	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og24441/og33135	2	2/9
IPR042057	Plant lipoxygenase, PLAT/LH2 domain	2/5009	9/35927	0.36363455422885	0.999999999999999	0.999999999999999	og30729/og32484	2	2/9
IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	4/5009	22/35927	0.368594595041226	0.999999999999999	0.999999999999999	og22886/og23441/og26496/og31314	4	4/22
IPR018170	Aldo/keto reductase, conserved site	4/5009	22/35927	0.368594595041226	0.999999999999999	0.999999999999999	og25450/og27392/og27732/og32373	4	4/22
IPR020471	Aldo-keto reductase	4/5009	22/35927	0.368594595041226	0.999999999999999	0.999999999999999	og25450/og27392/og27732/og32373	4	4/22
IPR001938	Thaumatin family	6/5009	36/35927	0.387326873592921	0.999999999999999	0.999999999999999	og23060/og27893/og28571/og28764/og31025/og31370	6	6/36
IPR037176	Osmotin/thaumatin-like superfamily	6/5009	36/35927	0.387326873592921	0.999999999999999	0.999999999999999	og23060/og27893/og28571/og28764/og31025/og31370	6	6/36
IPR012552	DVL	3/5009	16/35927	0.389876617757582	0.999999999999999	0.999999999999999	og23472/og25677/og30730	3	3/16
IPR023616	Cytochrome c oxidase-like, subunit I domain	3/5009	16/35927	0.389876617757582	0.999999999999999	0.999999999999999	og29154/og29689/og34885	3	3/16
IPR033697	Ribonuclease T2, eukaryotic	3/5009	16/35927	0.389876617757582	0.999999999999999	0.999999999999999	og23243/og26410/og27391	3	3/16
IPR037034	RNA polymerase Rpb2, domain 2 superfamily	3/5009	16/35927	0.389876617757582	0.999999999999999	0.999999999999999	og28220/og28743/og32897	3	3/16
IPR040390	TIFY/JAZ family	3/5009	16/35927	0.389876617757582	0.999999999999999	0.999999999999999	og30976/og31369/og33123	3	3/16
IPR019801	Glycoside hydrolase, family 35, conserved site	7/5009	43/35927	0.392536681259715	0.999999999999999	0.999999999999999	og25173/og25236/og26619/og26657/og26659/og31247/og33285	7	7/43
IPR012951	Berberine/berberine-like	4/5009	23/35927	0.402168011691622	0.999999999999999	0.999999999999999	og21639/og24080/og29496/og33582	4	4/23
IPR035992	Ricin B-like lectins	4/5009	23/35927	0.402168011691622	0.999999999999999	0.999999999999999	og23047/og23754/og27217/og31077	4	4/23
IPR001283	Cysteine-rich secretory protein-related	5/5009	30/35927	0.409221760476677	0.999999999999999	0.999999999999999	og24463/og25502/og30910/og31082/og32943	5	5/30
IPR017938	Riboflavin synthase-like beta-barrel	5/5009	30/35927	0.409221760476677	0.999999999999999	0.999999999999999	og22553/og22947/og24946/og27774/og29219	5	5/30
IPR001085	Serine hydroxymethyltransferase	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og29722/og33025	2	2/10
IPR001313	Pumilio RNA-binding repeat	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og27178/og32942	2	2/10
IPR001891	Malic oxidoreductase	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og24441/og33135	2	2/10
IPR004910	Yippee/Mis18/Cereblon	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og24287/og33181	2	2/10
IPR012110	Pyruvate decarboxylase/indolepyruvate decarboxylase-like	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og28515/og32955	2	2/10
IPR019798	Serine hydroxymethyltransferase, pyridoxal phosphate binding site	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og29722/og33025	2	2/10
IPR034904	Fe-S cluster assembly domain superfamily	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og25983/og31035	2	2/10
IPR039429	Serine hydroxymethyltransferase-like domain	2/5009	10/35927	0.416271434994059	0.999999999999999	0.999999999999999	og29722/og33025	2	2/10
IPR003676	Small auxin-up RNA	12/5009	79/35927	0.422332464761281	0.999999999999999	0.999999999999999	og21299/og23064/og26132/og26725/og27794/og29443/og29640/og31030/og31031/og31378/og33395/og33610	12	12/79
IPR001087	GDSL lipase/esterase	13/5009	86/35927	0.422596470180498	0.999999999999999	0.999999999999999	og23052/og23777/og26145/og26456/og26875/og27337/og29170/og29632/og31265/og31348/og31420/og33107/og33451	13	13/86
IPR036927	Cytochrome c oxidase-like, subunit I superfamily	3/5009	17/35927	0.429627181604394	0.999999999999999	0.999999999999999	og29154/og29689/og34885	3	3/17
IPR004158	Protein of unknown function DUF247, plant	4/5009	24/35927	0.435395305342543	0.999999999999999	0.999999999999999	og24094/og26489/og31006/og33370	4	4/24
IPR001220	Legume lectin domain	5/5009	31/35927	0.438343715422052	0.999999999999999	0.999999999999999	og27688/og28688/og29407/og32080/og32734	5	5/31
IPR029062	Class I glutamine amidotransferase-like	5/5009	31/35927	0.438343715422052	0.999999999999999	0.999999999999999	og26348/og27890/og29598/og31165/og33540	5	5/31
IPR029055	Nucleophile aminohydrolases, N-terminal	8/5009	52/35927	0.441103965227297	0.999999999999999	0.999999999999999	og25017/og27335/og27879/og28630/og29531/og29615/og29836/og30908	8	8/52
IPR000158	Cell division protein FtsZ	1/5009	4/35927	0.451533628900109	0.999999999999999	0.999999999999999	og27916	1	1/4
IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase	1/5009	4/35927	0.451533628900109	0.999999999999999	0.999999999999999	og27925	1	1/4
IPR000741	Fructose-bisphosphate aldolase, class-I	1/5009	4/35927	0.451533628900109	0.999999999999999	0.999999999999999	og23647	1	1/4
IPR001197	Large ribosomal subunit protein uL16, eukaryotes/archaea	1/5009	4/35927	0.451533628900109	0.999999999999999	0.999999999999999	og26840	1	1/4
