Map_ID	Map_description	KO_Num_InMap	KO	Cma_Gene	Cmo_Gene	Cla_Gene	Csa_Gene	Cme_Gene
01110	Biosynthesis of secondary metabolites	377	K03809	Cma_021639, Cma_000930, Cma_005368, Cma_005106, Cma_009773, Cma_024027, Cma_024352	Cmo_012481, Cmo_012812, Cmo_014429, Cmo_014700, Cmo_027866, Cmo_009859, Cmo_031409	Cla000562, Cla003814, Cla010293, Cla014192, Cla001332	Csa2M238780.1, Csa3M081930.1, Csa6M186370.1, Csa6M501980.1, Csa6M516740.1	MELO3C007340P2, MELO3C007808P1, MELO3C016623P1, MELO3C021944P1, MELO3C025861P2
01110	Biosynthesis of secondary metabolites	377	K03841	Cma_030475, Cma_006811, Cma_025626, Cma_025627, Cma_005496, Cma_003287	Cmo_016388, Cmo_031224, Cmo_031225, Cmo_005015, Cmo_014838, Cmo_027565	Cla012922, Cla018135, Cla018136, Cla001960	Csa4M307350.1, Csa4M307360.1, Csa6M042490.1, Csa7M064610.1	MELO3C003214P1, MELO3C003215P1, MELO3C011682P1, MELO3C018610P1
01110	Biosynthesis of secondary metabolites	377	K04035	Cma_025537, Cma_005669	Cmo_015016, Cmo_026682	Cla012169	Csa4M595970.1	MELO3C026802P1
01110	Biosynthesis of secondary metabolites	377	K04040	Cma_025605, Cma_005532	Cmo_031253, Cmo_014872	Cla018095	Csa4M311220.1	MELO3C026000P2
01110	Biosynthesis of secondary metabolites	377	K04120	Cma_026033, Cma_016983	Cmo_023481, Cmo_030771, Cmo_030772	Cla006048	Csa6M410650.1	MELO3C014392P1
01110	Biosynthesis of secondary metabolites	377	K04121	Cma_027075	Cmo_015737	Cla005482	Csa7M239640.1	MELO3C012592P1
01110	Biosynthesis of secondary metabolites	377	K04122	Cma_007673, Cma_004166	Cmo_008000, Cmo_005907	Cla020710	Csa4M638410.1	MELO3C016719P1
01110	Biosynthesis of secondary metabolites	377	K04123	Cma_030435, Cma_030491, Cma_030493, Cma_019513, Cma_006538, Cma_016787, Cma_022754, Cma_024626, Cma_024628, Cma_024629, Cma_024632	Cmo_020628, Cmo_016415, Cmo_016419, Cmo_016420, Cmo_016421, Cmo_016422, Cmo_016424, Cmo_023628, Cmo_025686, Cmo_025687, Cmo_025688, Cmo_025689, Cmo_025690, Cmo_026438, Cmo_030570	Cla021351, Cla016162, Cla016164, Cla014984, Cla006992, Cla008784, Cla008785, Cla008786	Csa3M011850.1, Csa3M011860.1, Csa3M014360.1, Csa3M015360.1, Csa3M127130.1, Csa3M903510.1, Csa3M903530.1, Csa3M903540.1, Csa3M903550.1, Csa3M904060.1, Csa6M079220.1	MELO3C000064P1, MELO3C003383P1, MELO3C003385P1, MELO3C003387P1, MELO3C006237P1, MELO3C013866P1, MELO3C013867P1, MELO3C013868P3, MELO3C022468P1
01110	Biosynthesis of secondary metabolites	377	K04124	Cma_014220, Cma_020936, Cma_022180, Cma_017138, Cma_017139, Cma_017140, Cma_017141, Cma_017142, Cma_017143	Cmo_021187, Cmo_017059, Cmo_029801, Cmo_029802, Cmo_029804, Cmo_029805, Cmo_029806, Cmo_029803, Cmo_015300	Cla015407, Cla015408, Cla022285, Cla022286	Csa2M379300.1, Csa2M379310.1, Csa2M379320.1, Csa7M434970.1, Csa7M435470.1, Csa7M435480.1, Csa7M435490.1, Csa7M435500.1	MELO3C011218P1, MELO3C023375P1, MELO3C023378P1
01110	Biosynthesis of secondary metabolites	377	K05278	Cma_014778, Cma_013341	Cmo_001937, Cmo_007491	Cla008008	Csa6M040540.1	
01110	Biosynthesis of secondary metabolites	377	K05280	Cma_002997	Cmo_002845	Cla019064	Csa1M013190.1	MELO3C017219P1
01110	Biosynthesis of secondary metabolites	377	K05282	Cma_023374, Cma_027706, Cma_026786, Cma_026787, Cma_026788, Cma_026789, Cma_026790, Cma_009096, Cma_016208	Cmo_019477, Cmo_025171, Cmo_029250, Cmo_011623, Cmo_011624, Cmo_011625, Cmo_011626, Cmo_020569	Cla002362, Cla006227, Cla006941	Csa3M179110.1, Csa5M172270.1, Csa6M075200.1	MELO3C005397P1, MELO3C006857P1, MELO3C022518P1
01110	Biosynthesis of secondary metabolites	377	K05349	Cma_011537, Cma_031139, Cma_026548, Cma_005691, Cma_029487, Cma_010020, Cma_002869	Cmo_024597, Cmo_010180, Cmo_002973, Cmo_024016, Cmo_030307, Cmo_011364, Cmo_000674, Cmo_000675	Cla016605, Cla020461, Cla020462, Cla018904, Cla017152, Cla008181, Cla008183, Cla000032	Csa1M025780.1, Csa1M528540.1, Csa1M528550.1, Csa1M661750.1, Csa3M842070.1, Csa3M842090.1, Csa5M612840.2	MELO3C010084P1, MELO3C012319P1, MELO3C017382P1, MELO3C020567P1, MELO3C020568P1, MELO3C023349P1, MELO3C026609P1, MELO3C026610P1
01110	Biosynthesis of secondary metabolites	377	K05350	Cma_008714, Cma_015823, Cma_020469, Cma_003483, Cma_009605	Cmo_029590, Cmo_017562, Cmo_026029, Cmo_004084	Cla019398, Cla014498, Cla023405, Cla023406, Cla018466	Csa1M042700.1, Csa1M064150.1, Csa3M185120.1, Csa3M852480.1, Csa3M852490.1, Csa4M031070.1, Csa4M638400.1	MELO3C002122P1, MELO3C002474P1, MELO3C016718P1, MELO3C017574P2, MELO3C018245P1, MELO3C018247P1, MELO3C020301P1
01110	Biosynthesis of secondary metabolites	377	K05356		Cmo_009560, Cmo_030972	Cla005390	Csa4M082310.1	MELO3C016140P1
01110	Biosynthesis of secondary metabolites	377	K05359	Cma_021663, Cma_030882, Cma_031589, Cma_010369, Cma_027625, Cma_027626, Cma_016534	Cmo_019826, Cmo_013061, Cmo_010505, Cmo_029984, Cmo_027889, Cmo_006666, Cmo_006667	Cla010457, Cla013247, Cla001696, Cla014446, Cla003520, Cla008669	Csa1M145970.1, Csa1M145980.1, Csa2M417830.1, Csa6M151110.1, Csa6M289730.1, Csa6M513690.1, CsaUNM029110.1	MELO3C004795P1, MELO3C004797P1, MELO3C007396P1, MELO3C019277P1, MELO3C021449P1, MELO3C025736P1
01110	Biosynthesis of secondary metabolites	377	K05894	Cma_011115, Cma_012654, Cma_004318, Cma_002469	Cmo_002637, Cmo_006051, Cmo_003380, Cmo_021455	Cla012872, Cla023455, Cla011979, Cla011168, Cla005824	Csa1M595890.1	MELO3C005229P1, MELO3C008075P1, MELO3C015514P1, MELO3C018625P1, MELO3C018626P1
01110	Biosynthesis of secondary metabolites	377	K05917	Cma_005985, Cma_031990	Cmo_018205, Cmo_031741	Cla012774	Csa4M007710.1	MELO3C017815P1
01110	Biosynthesis of secondary metabolites	377	K05928	Cma_009890	Cmo_010047	Cla006807	Csa2M432780.1	MELO3C024736P1
01110	Biosynthesis of secondary metabolites	377	K05933	Cma_021686, Cma_011921, Cma_030782, Cma_007169, Cma_005313, Cma_003594, Cma_025254	Cmo_008511, Cmo_005339, Cmo_013174, Cmo_014640, Cmo_027912, Cmo_030510	Cla016825, Cla016287, Cla023189, Cla013516, Cla014414	Csa2M000520.1, Csa4M361270.1, Csa6M160180.1, Csa6M421630.1, Csa6M511860.1	MELO3C004619P2, MELO3C007425P1, MELO3C010508P1, MELO3C014437P1, MELO3C019735P1
01110	Biosynthesis of secondary metabolites	377	K06001		Cmo_006993	Cla016470, Cla016471	Csa5M643330.1, Csa5M643340.1	MELO3C022074P2
01110	Biosynthesis of secondary metabolites	377	K06125	Cma_008824	Cmo_003964	Cla017312	Csa3M653960.1	MELO3C024026P2
01110	Biosynthesis of secondary metabolites	377	K06126	Cma_009507	Cmo_030832	Cla000761	Csa4M050210.1	MELO3C016329P1
01110	Biosynthesis of secondary metabolites	377	K06127	Cma_012270, Cma_031192	Cmo_024131, Cmo_028442	Cla005045	Csa1M086890.1	
01110	Biosynthesis of secondary metabolites	377	K06443	Cma_025314, Cma_005674	Cmo_031926, Cmo_026898	Cla005011	Csa4M218350.1	MELO3C020744P1
01110	Biosynthesis of secondary metabolites	377	K06444	Cma_025271	Cmo_011808, Cmo_006115	Cla016840	Csa2M000360.1	MELO3C004633P1
01110	Biosynthesis of secondary metabolites	377	K07513	Cma_026139, Cma_023486, Cma_006464, Cma_016881	Cmo_020454, Cmo_023356, Cmo_026524, Cmo_030666	Cla021441, Cla002733, Cla002944, Cla021892	Csa2M129150.1, Csa3M133140.1, Csa3M624070.1	MELO3C006334P1, MELO3C018060P1, MELO3C020466P1
01110	Biosynthesis of secondary metabolites	377	K08081	Cma_007978, Cma_001166, Cma_028013	Cmo_018566, Cmo_001327, Cmo_001329, Cmo_004838	Cla017923, Cla017924, Cla003989, Cla008215	Csa1M524720.1, Csa3M733960.1, Csa3M733970.1, Csa5M184270.1	MELO3C009017P1, MELO3C009232P1, MELO3C009233P1, MELO3C019805P1, MELO3C020605P1, MELO3C023885P1, MELO3C025985P1
01110	Biosynthesis of secondary metabolites	377	K08099	Cma_023583	Cmo_020367	Cla006037, Cla007528	Csa2M222090.1, Csa2M224250.1, Csa5M470560.1	MELO3C002961P1, MELO3C014286P1, MELO3C014304P1
01110	Biosynthesis of secondary metabolites	377	K08241	Cma_021822, Cma_007723, Cma_005146, Cma_005147, Cma_005144, Cma_005145, Cma_024799	Cmo_023128, Cmo_023129, Cmo_007943, Cmo_007945, Cmo_014472, Cmo_014468, Cmo_014470, Cmo_014471, Cmo_025519	Cla020785, Cla014231, Cla014232, Cla014233, Cla008909	Csa3M002690.1, Csa3M859730.1, Csa5M313340.1, Csa6M503370.1, Csa6M503870.1, Csa6M503880.1, Csa6M504380.1, Csa6M504400.1	MELO3C000203P1, MELO3C000204P1, MELO3C003803P1, MELO3C007845P1, MELO3C007846P1, MELO3C007847P1, MELO3C007848P1, MELO3C007849P1, MELO3C007850P1, MELO3C007851P1, MELO3C007852P1, MELO3C013756P1
01110	Biosynthesis of secondary metabolites	377	K08242	Cma_004283	Cmo_006020	Cla007420	Csa3M875420.1	MELO3C003726P1
01110	Biosynthesis of secondary metabolites	377	K08246	Cma_015744, Cma_020269	Cmo_017488, Cmo_017492, Cmo_025825	Cla002612	Csa1M050410.1	MELO3C002354P1
01110	Biosynthesis of secondary metabolites	377	K08248	Cma_014408, Cma_019652, Cma_024958, Cma_024959, Cma_017113, Cma_017114	Cmo_012068, Cmo_023765, Cmo_017236, Cmo_029772, Cmo_029773, Cmo_029774, Cmo_006449, Cmo_006760	Cla022832, Cla022833, Cla022834, Cla022835, Cla022837, Cla022838, Cla022839, Cla022840, Cla022843, Cla015500	Csa1M627390.1, Csa2M049980.1, Csa2M050000.1, Csa2M055000.1, Csa2M055010.1, Csa2M055020.1, Csa2M055040.1, Csa2M055050.1, Csa2M055560.1, Csa2M057070.1, Csa7M447930.1	MELO3C004053P1, MELO3C004054P1, MELO3C004059P1, MELO3C004060P1, MELO3C004061P1, MELO3C004062P1, MELO3C004065P1, MELO3C004069P1, MELO3C004071P1, MELO3C004073P1, MELO3C024300P1
01110	Biosynthesis of secondary metabolites	377	K08730	Cma_014537, Cma_013603, Cma_001479, Cma_026568	Cmo_001667, Cmo_018882, Cmo_007756, Cmo_011390	Cla020432, Cla003903	Csa5M576650.4, Csa5M611040.1	MELO3C005332P1, MELO3C012286P2
01110	Biosynthesis of secondary metabolites	377	K09587	Cma_000780	Cmo_009697	Cla014524	Csa4M038710.1	MELO3C017559P1
01110	Biosynthesis of secondary metabolites	377	K09588	Cma_001122, Cma_000159	Cmo_018520, Cmo_009017	Cla004341	Csa5M202330.1	MELO3C025183P2
01110	Biosynthesis of secondary metabolites	377	K09591	Cma_007945	Cmo_004871	Cla017960	Csa3M732550.1	MELO3C009194P1
01110	Biosynthesis of secondary metabolites	377	K09699	Cma_028713	Cmo_000099	Cla021755	Csa3M164470.1	MELO3C006679P1
01110	Biosynthesis of secondary metabolites	377	K09753	Cma_017972, Cma_017973, Cma_008915, Cma_008914, Cma_008916, Cma_014155	Cmo_013426, Cmo_013427, Cmo_016995, Cmo_003879, Cmo_003881, Cmo_003880	Cla015324, Cla017205, Cla017206, Cla017207, Cla017208, Cla017209	Csa3M715370.1, Csa3M716370.1, Csa3M716870.1, Csa3M717370.1, Csa3M717870.1, Csa3M717880.1, Csa7M432010.1	MELO3C023465P1, MELO3C023940P1, MELO3C023941P1, MELO3C026745P1, MELO3C026746P1
01110	Biosynthesis of secondary metabolites	377	K09754	Cma_008358	Cmo_004449	Cla017432	Csa3M819790.1	MELO3C009741P1
01110	Biosynthesis of secondary metabolites	377	K09755	Cma_021794, Cma_002115	Cmo_023158, Cmo_003744	Cla014549, Cla015891, Cla014265	Csa4M043910.1, Csa6M504720.1, Csa7M004720.1	MELO3C007884P1, MELO3C013427P1, MELO3C017540P1
01110	Biosynthesis of secondary metabolites	377	K09828	Cma_018048, Cma_014058, Cma_022315	Cmo_021060, Cmo_013507, Cmo_016894	Cla010776, Cla015192	Csa4M103350.1	MELO3C022613P1, MELO3C023603P1
01110	Biosynthesis of secondary metabolites	377	K09832	Cma_021463, Cma_004484	Cmo_027218, Cmo_027701	Cla009766	Csa6M522820.1	MELO3C007140P1
01110	Biosynthesis of secondary metabolites	377	K09833	Cma_027530	Cmo_029756, Cmo_006572		Csa2M059830.1	MELO3C004006P1
01110	Biosynthesis of secondary metabolites	377	K09834	Cma_020883	Cmo_015251	Cla022218	Csa2M374670.1	MELO3C011150P1
01110	Biosynthesis of secondary metabolites	377	K09835	Cma_023136	Cmo_001056	Cla017593	Csa3M784380.1	MELO3C009571P3
01110	Biosynthesis of secondary metabolites	377	K09837	Cma_031711	Cmo_022683	Cla018347	Csa6M448700.1	MELO3C024495P1
01110	Biosynthesis of secondary metabolites	377	K09838	Cma_024231	Cmo_012680	Cla020214	Csa2M277050.1	MELO3C020872P1
01110	Biosynthesis of secondary metabolites	377	K09839	Cma_024935	Cmo_006472	Cla000667	Csa2M083740.1	MELO3C008677P1
01110	Biosynthesis of secondary metabolites	377	K09840	Cma_021449, Cma_023487, Cma_000605, Cma_000643, Cma_019999, Cma_004472, Cma_009394, Cma_009434	Cmo_027205, Cmo_028250, Cmo_027688, Cmo_009509, Cmo_009550, Cmo_020453, Cmo_030908, Cmo_030960	Cla019578, Cla005404, Cla005453, Cla009779, Cla002942	Csa1M435760.1, Csa2M160620.1, Csa4M056640.1, Csa4M064690.1, Csa6M523440.1	MELO3C002744P1, MELO3C007127P1, MELO3C016224P1, MELO3C023086P1, MELO3C027057P1
01110	Biosynthesis of secondary metabolites	377	K09841	Cma_014649	Cmo_007633	Cla005910	Csa5M453160.1	MELO3C005129P1
01110	Biosynthesis of secondary metabolites	377	K09842	Cma_016359, Cma_016360, Cma_016362, Cma_016363, Cma_016364	Cmo_019646, Cmo_019647, Cmo_019649, Cmo_019650, Cmo_019652	Cla003133, Cla003134	Csa4M269120.1, Csa4M269130.1	MELO3C014716P1, MELO3C014719P2
01110	Biosynthesis of secondary metabolites	377	K10046	Cma_025067, Cma_018859	Cmo_011989, Cmo_006330	Cla019810	Csa2M011460.1	MELO3C004377P1
01110	Biosynthesis of secondary metabolites	377	K10047	Cma_031029, Cma_005300, Cma_025998	Cmo_014624, Cmo_028097, Cmo_026934	Cla009034, Cla014401	Csa1M181570.1, Csa6M511690.1	MELO3C007440P1, MELO3C025552P1
01110	Biosynthesis of secondary metabolites	377	K10206	Cma_015425, Cma_000418, Cma_009226	Cmo_006827, Cmo_025317, Cmo_009308	Cla011891, Cla006475	Csa2M404730.1, Csa4M179090.1	MELO3C008136P1, MELO3C018037P1
01110	Biosynthesis of secondary metabolites	377	K10251	Cma_020679, Cma_001798, Cma_025866, Cma_017731	Cmo_019231, Cmo_021969, Cmo_011109, Cmo_015078	Cla010003, Cla022721	Csa2M350250.1, Csa5M591790.1	MELO3C010710P1, MELO3C011901P1
01110	Biosynthesis of secondary metabolites	377	K10258	Cma_015086	Cmo_018857, Cmo_007178	Cla018214, Cla004664	Csa5M517090.1	MELO3C021634P1
01110	Biosynthesis of secondary metabolites	377	K10525	Cma_015283, Cma_012841, Cma_028581	Cmo_002457, Cmo_006983, Cmo_007816	Cla016453, Cla003512	Csa5M366670.1, Csa5M644020.1	MELO3C003015P1, MELO3C022090P1
01110	Biosynthesis of secondary metabolites	377	K10526	Cma_001395, Cma_007802, Cma_004297	Cmo_007870, Cmo_018800, Cmo_006033	Cla007400, Cla020525	Csa4M653450.1, Csa5M622450.1	MELO3C012388P1, MELO3C017009P1
01110	Biosynthesis of secondary metabolites	377	K10527	Cma_023700, Cma_023706, Cma_023707, Cma_019259, Cma_019262, Cma_018713	Cmo_011857, Cmo_030153, Cmo_030156, Cmo_020247, Cmo_020254	Cla016773, Cla009294, Cla009300	Csa2M003610.1, Csa6M306330.1, Csa6M319770.1	MELO3C004565P1, MELO3C021318P1, MELO3C021326P2
01110	Biosynthesis of secondary metabolites	377	K10528	Cma_027287	Cmo_015952	Cla007649, Cla007650	Csa7M041960.1	MELO3C018833P1
01110	Biosynthesis of secondary metabolites	377	K10703	Cma_000871, Cma_000866, Cma_000872, Cma_023946	Cmo_012404, Cmo_009788	Cla004546, Cla004547	Csa3M114430.1, Csa6M303230.1	MELO3C013676P1, MELO3C016419P1
01110	Biosynthesis of secondary metabolites	377	K10717	Cma_018175, Cma_008667, Cma_012831	Cmo_002465, Cmo_013643, Cmo_004131	Cla016444, Cla013246	Csa3M271920.1, Csa5M644580.1	MELO3C022098P1, MELO3C023796P1
01110	Biosynthesis of secondary metabolites	377	K10760	Cma_014561, Cma_013886, Cma_026048, Cma_023644, Cma_019321, Cma_028789, Cma_031350, Cma_026594, Cma_006261, Cma_031638, Cma_030173, Cma_022454	Cmo_001641, Cmo_020925, Cmo_016227, Cmo_007730, Cmo_016720, Cmo_030217, Cmo_031044, Cmo_011419, Cmo_020312, Cmo_023466, Cmo_000168	Cla007969, Cla021668, Cla014749, Cla015956, Cla020403, Cla006060, Cla009373	Csa3M150100.1, Csa5M609740.1, Csa6M030440.1, Csa6M237640.1, Csa7M253720.1, Csa7M392940.1	MELO3C006571P1, MELO3C011541P1, MELO3C012255P1, MELO3C012565P1, MELO3C015852P1, MELO3C021401P1
01110	Biosynthesis of secondary metabolites	377	K10775	Cma_011127, Cma_004646, Cma_004647, Cma_010334, Cma_025698, Cma_031728, Cma_031729, Cma_031730, Cma_031731, Cma_031732, Cma_031811, Cma_031812, Cma_031813, Cma_031814	Cmo_022644, Cmo_022645, Cmo_022646, Cmo_022647, Cmo_022648, Cmo_022649, Cmo_022650, Cmo_022651, Cmo_022652, Cmo_022653, Cmo_027374, Cmo_027375, Cmo_027376, Cmo_010469, Cmo_011295, Cmo_021438	Cla013761, Cla012779, Cla012780, Cla018297, Cla018298, Cla018299, Cla018300, Cla018301, Cla018302, Cla018303, Cla011180, Cla008727	Csa1M590300.1, Csa4M008250.1, Csa4M008260.1, Csa4M008760.1, Csa4M008770.1, Csa4M008780.1, Csa6M147460.1, Csa6M405960.1, Csa6M445240.1, Csa6M445740.1, Csa6M445750.1, Csa6M445760.1, Csa6M445770.1, Csa6M445780.1, Csa6M446280.1, Csa6M446290.1	MELO3C014222P1, MELO3C014223P1, MELO3C014224P1, MELO3C014225P1, MELO3C014226P1, MELO3C014227P1, MELO3C014228P1, MELO3C014229P1, MELO3C015503P1, MELO3C017809P1, MELO3C017810P1, MELO3C017811P1, MELO3C019809P1, MELO3C025786P1
01110	Biosynthesis of secondary metabolites	377	K10960	Cma_011681, Cma_010815, Cma_003053	Cmo_024439, Cmo_010989, Cmo_002809	Cla019109, Cla003139	Csa1M009770.1, Csa4M269180.1	MELO3C014712P1, MELO3C017176P1
01110	Biosynthesis of secondary metabolites	377	K11188	Cma_032050	Cmo_000031	Cla021821	Csa3M171050.1	MELO3C006744P1
01110	Biosynthesis of secondary metabolites	377	K11262	Cma_014751	Cmo_007523	Cla002148	Csa5M396020.1	MELO3C022793P1
01110	Biosynthesis of secondary metabolites	377	K11517	Cma_017803, Cma_021446, Cma_004469, Cma_005792, Cma_005793	Cmo_018406, Cmo_018407, Cmo_018409, Cmo_018410, Cmo_013251, Cmo_027202, Cmo_027686	Cla012539, Cla012540, Cla012541, Cla009782	Csa3M645970.1, Csa3M645980.1, Csa3M645990.1, Csa6M523470.1	MELO3C007124P1, MELO3C022681P1, MELO3C022683P1, MELO3C022684P1
01110	Biosynthesis of secondary metabolites	377	K11752	Cma_011039, Cma_019580, Cma_002263	Cmo_023691, Cmo_003596, Cmo_021530	Cla009547, Cla001222	Csa1M655920.1, Csa1M655950.1, Csa6M003430.1	MELO3C010048P1, MELO3C010050P1, MELO3C021216P1
01110	Biosynthesis of secondary metabolites	377	K11755	Cma_013462	Cmo_001807	Cla009061	Csa5M466370.1	MELO3C005094P1
01110	Biosynthesis of secondary metabolites	377	K11778	Cma_030472, Cma_009911, Cma_010481, Cma_024315	Cmo_016385, Cmo_010072, Cmo_010625, Cmo_028523	Cla012928, Cla012995, Cla013358	Csa2M437090.1, Csa6M185830.1, Csa7M064570.1	MELO3C018615P1, MELO3C021891P1, MELO3C025855P1
01110	Biosynthesis of secondary metabolites	377	K11808	Cma_015458, Cma_012663	Cmo_002628, Cmo_006796	Cla011995, Cla011996	Csa2M401310.1	MELO3C008089P1
01110	Biosynthesis of secondary metabolites	377	K12153	Cma_010976, Cma_010977	Cmo_021602, Cmo_021604, Cmo_021609, Cmo_021606, Cmo_021610	Cla006337, Cla006338, Cla006339, Cla006340, Cla006342, Cla006343, Cla006344, Cla006345, Cla002526	Csa1M617390.1, Csa1M618390.1, Csa1M618890.1, Csa1M619390.1, Csa1M620390.1	MELO3C015058P1, MELO3C015059P1, MELO3C015139P1, MELO3C015140P1, MELO3C015143P1, MELO3C015148P1, MELO3C020180P1
01110	Biosynthesis of secondary metabolites	377	K12502	Cma_026015, Cma_016967	Cmo_023499, Cmo_030751	Cla006029	Csa2M228370.1	MELO3C014321P1
01110	Biosynthesis of secondary metabolites	377	K12524	Cma_028574	Cmo_027045	Cla012443, Cla012444	Csa5M649280.1	MELO3C022169P1, MELO3C022170P1
01110	Biosynthesis of secondary metabolites	377	K12637	Cma_021809	Cmo_023143	Cla014252	Csa6M504590.1	MELO3C007870P1
01110	Biosynthesis of secondary metabolites	377	K12638	Cma_014318, Cma_005856	Cmo_018335, Cmo_017155	Cla012616, Cla015588	Csa3M848830.1, Csa7M451390.1	MELO3C013049P1, MELO3C013050P1, MELO3C024396P1
01110	Biosynthesis of secondary metabolites	377	K12639	Cma_013019	Cmo_002279	Cla004637	Csa5M517880.1	MELO3C021600P1
01110	Biosynthesis of secondary metabolites	377	K12640	Cma_015249, Cma_012878	Cmo_002421, Cmo_007015	Cla016506	Csa4M410870.1, Csa5M641590.1	MELO3C019193P1, MELO3C022045P2
01110	Biosynthesis of secondary metabolites	377	K12657	Cma_007973, Cma_015362, Cma_012753	Cmo_002540, Cmo_006897, Cmo_004843	Cla006553, Cla017928	Csa3M733920.1, Csa6M008780.1	MELO3C008245P1, MELO3C009229P1
01110	Biosynthesis of secondary metabolites	377	K13034	Cma_023812	Cmo_020153	Cla001238	Csa6M004600.1	MELO3C021201P1
01110	Biosynthesis of secondary metabolites	377	K13035	Cma_030987	Cmo_028073	Cla011060	Csa1M168360.1	MELO3C025585P1
01110	Biosynthesis of secondary metabolites	377	K13065	Cma_014148, Cma_025506, Cma_025507, Cma_005633, Cma_005634, Cma_022225	Cmo_021148, Cmo_016986, Cmo_014974, Cmo_014975, Cmo_026708, Cmo_026709, Cmo_026710	Cla015316	Csa4M189000.1, Csa4M189010.1, Csa4M190010.1, Csa4M190020.1, Csa7M431440.1	MELO3C008812P1, MELO3C023474P1, MELO3C027219P1
01110	Biosynthesis of secondary metabolites	377	K13066	Cma_023003, Cma_023004, Cma_026923	Cmo_011771, Cmo_000910, Cmo_000911, Cmo_000912, Cmo_000913, Cmo_000916, Cmo_000917, Cmo_000918, Cmo_000919	Cla010664, Cla004452, Cla004454	Csa3M046220.1, Csa3M046230.1, Csa3M047730.1, Csa3M047740.1, Csa4M091880.1	MELO3C014088P1, MELO3C014089P1, MELO3C014090P1, MELO3C014091P1, MELO3C014098P1, MELO3C024861P1, MELO3C027330P1
01110	Biosynthesis of secondary metabolites	377	K13071	Cma_031535	Cmo_024211	Cla001857	Csa1M132140.1, Csa1M132160.1	MELO3C004867P1
01110	Biosynthesis of secondary metabolites	377	K13427	Cma_027726	Cmo_029274	Cla003592	Csa5M168870.1	MELO3C005439P1
01110	Biosynthesis of secondary metabolites	377	K13496	Cma_008102, Cma_008103, Cma_023277, Cma_023274, Cma_023275, Cma_023276	Cmo_027413, Cmo_001206, Cmo_001201, Cmo_001203, Cmo_001205, Cmo_004721, Cmo_004722	Cla018345, Cla017768, Cla017769, Cla017770, Cla017771, Cla017772, Cla017773, Cla017774	Csa3M743970.1, Csa3M743980.1, Csa3M744990.1, Csa3M745000.1, Csa3M745010.1, Csa6M020140.1	MELO3C009386P1, MELO3C009387P1, MELO3C009388P1, MELO3C009389P1, MELO3C009390P1, MELO3C009391P1, MELO3C026148P1, MELO3C026149P1, MELO3C026787P1
01110	Biosynthesis of secondary metabolites	377	K13506	Cma_027404, Cma_012511	Cmo_028991, Cmo_016076	Cla015757	Csa7M024000.1	MELO3C013265P1
01110	Biosynthesis of secondary metabolites	377	K13508	Cma_027119, Cma_007933, Cma_023808, Cma_011898, Cma_001173, Cma_028057	Cmo_018576, Cmo_021044, Cmo_015783, Cmo_020157, Cmo_001378, Cmo_030536, Cmo_004882	Cla017972, Cla015156, Cla005520, Cla003998, Cla001234	Csa3M732400.1, Csa5M182690.1, Csa6M004540.1, Csa6M423450.1, Csa7M412840.1	MELO3C009182P1, MELO3C014475P1, MELO3C015908P1, MELO3C021206P1, MELO3C023876P1
01110	Biosynthesis of secondary metabolites	377	K13513	Cma_021122, Cma_012069, Cma_017569	Cmo_022130, Cmo_031046, Cmo_015481	Cla015958, Cla022518	Csa2M361360.1, Csa7M253210.1	MELO3C010918P1, MELO3C012571P1
01110	Biosynthesis of secondary metabolites	377	K13519	Cma_022976, Cma_024561	Cmo_031505, Cmo_000882	Cla004420	Csa3M043890.1	MELO3C014054P1
01110	Biosynthesis of secondary metabolites	377	K13523	Cma_018621, Cma_008300, Cma_002353	Cmo_014107, Cmo_003494, Cmo_004505	Cla006300, Cla017508	Csa1M613620.1, Csa3M812100.1	MELO3C009663P3
01110	Biosynthesis of secondary metabolites	377	K13545	Cma_024236, Cma_024235	Cmo_012685, Cmo_012684	Cla020207, Cla020208	Csa2M285290.1, Csa2M285300.1	MELO3C020912P1, MELO3C020913P1
01110	Biosynthesis of secondary metabolites	377	K13600	Cma_014797, Cma_013325	Cmo_001953, Cmo_007470	Cla013939	Csa6M385090.1	MELO3C010614P1
01110	Biosynthesis of secondary metabolites	377	K13606	Cma_011255, Cma_014936, Cma_002584	Cmo_007325, Cmo_003258, Cmo_003259, Cmo_021320	Cla013674, Cla010643	Csa1M250130.1, Csa6M046390.1	MELO3C019918P1, MELO3C025347P1
01110	Biosynthesis of secondary metabolites	377	K13789	Cma_022103, Cma_030376, Cma_003409	Cmo_022823, Cmo_028724, Cmo_028974, Cmo_005147	Cla016321, Cla008507, Cla015797, Cla020121	Csa2M296070.1, Csa6M487640.1, Csa7M017680.1, Csa7M211090.1	MELO3C007490P1, MELO3C013157P1, MELO3C013320P1, MELO3C020952P1
01110	Biosynthesis of secondary metabolites	377	K13832	Cma_004819, Cma_024189	Cmo_012642, Cmo_014174	Cla008473, Cla007763	Csa2M297240.1, Csa6M486810.1	MELO3C007451P2, MELO3C020969P1
01110	Biosynthesis of secondary metabolites	377	K14066		Cmo_027183	Cla009795	Csa6M524610.1	MELO3C007109P2
01110	Biosynthesis of secondary metabolites	377	K14085	Cma_014371	Cmo_017201	Cla015539	Csa7M448900.1	MELO3C024345P2
